

1位	900000000000074793	真庭の某さんP	702130
2位	1100000000000010641	ゆん	612434
3位	1400000000000056013	アキ	525790
4位	1400000000000005339	C?F	454629
5位	800000000000000805	ちこ	440710
6位	700000000000082215	Kiku	438952
7位	1200000000000051112	リョウ	373131
8位	1200000000000062614	Puding	365282
9位	400000000000041571	TK	302162
10位	300000000000001529	輝	271740

11位	1000000000000005940	S†S	263158
12位	500000000000000068	パラロス	254150
13位	1500000000000047027	セツナ#	241926
14位	200000000000001419	T-M:エクスプロージョン担当	239355
15位	300000000000078396	闇鴉	234989
16位	1500000000000001630	一之瀬享楽＠ラウメン募集中	228717
17位	200000000000000245	o-ku	211963
18位	600000000000101148	アキオ	209318
19位	500000000000004620	ぐんぶす@生涯下僕	204108
20位	500000000000005072	明石	184560

21位	400000000000011521	ξ*'ヮ’)ξ 協力者全員に感謝＠ピエール	184035
22位	500000000000039382	餡子	175737
23位	1400000000000000866	ステッラ	175060
24位	1200000000000026419	よしけい	169480
25位	1200000000000086457	カフェ丸	167509
26位	300000000000057981	miwo	161125
27位	200000000000079524	むうきち	158268
28位	1400000000000001458	めいや	156740
29位	200000000000100913	ライビル	155898
30位	1100000000000004086	ティー	148389

31位	400000000000015064	san	144150
32位	1400000000000057454	ジャンボ	142452
33位	1200000000000096077	zaki	142159
34位	1100000000000074931	藤井konoよ	139649
35位	1000000000000009723	merrymew	133209
36位	400000000000100349	めあり	130721
37位	500000000000050887	ながのん	126536
38位	800000000000025784	アイテル	126532
39位	700000000000000052	木枝	125843
40位	400000000000102398	姫にゃんこ	123776

41位	1000000000000006305	やた	120284
42位	100000000000033225	Apfel	120086
43位	200000000000055149	さなだ	119420
44位	1000000000000016738	与次郎	119010
45位	500000000000033778	濃厚	115149
46位	1100000000000092966	yukipinbin	115130
47位	600000000000013966	まっすぐスパーク@名誉頭なんとか	111891
48位	1100000000000013086	りん	111771
49位	900000000000078647	みみ	111398
50位	200000000000006613	dodo	111314

51位	500000000000081984	湶綉 朔姫	111019
52位	500000000000093662	しだつぺぽ(18)	110720
53位	400000000000058819	アカハタ	110608
54位	200000000000079689	よしぽん	109621
55位	600000000000004043	でぃーぷくりあー@かじゅある勢	109562
56位	1200000000000099409	まめた	109059
57位	1100000000000006838	MAC全滅！円盤は生物だった！	108895
58位	100000000000053247	おっことぬし	106145
59位	1400000000000101119	Player 1008170254	100935
60位	1300000000000039224	みそおにぎり	96269

61位	1400000000000006722	ぽーさん	95720
62位	1300000000000008907	でんすけ	94030
63位	1973	カステラ	94001
64位	100000000000055426	ねぐせ	93635
65位	400000000000007792	ちゃばね	91845
66位	900000000000076993	うつほ	90621
67位	400000000000000143	こんにゃく	89604
68位	700000000000002714	はちみつ	88967
69位	1300000000000023916	OKA	88620
70位	100000000000099454	和紗	87794

