100位	1487213 pt
500位	629524 pt
1200位	230114 pt
1300位	203468 pt
1000位	298986 pt
1位	12922059 pt
10位	4286973 pt
11位	3798594 pt
20位	2585879 pt
300位	864879 pt
1999位	101705 pt
2000位	101636 pt
2999位	47461 pt
3000位	47430 pt
3999位	25816 pt
4000位	25801 pt
9999位	1393 pt
10000位	1393 pt
15000位	0 pt
20000位	0 pt
30000位	0 pt
ラウンジ1位	30575721 pt
ラウンジ10位	14595794 pt
ラウンジ11位	12695466 pt
ラウンジ20位	7439573 pt
ラウンジ30位	5958651 pt
ラウンジ100位	2168547 pt
ラウンジ300位	633238 pt
ラウンジ1000位	74528 pt
※06/08 19:09 集計時点のポイントですBY SKDN
