100位	746043 pt
500位	269854 pt
1200位	91692 pt
1300位	81036 pt
1000位	122816 pt
1位	6236279 pt
10位	1460845 pt
11位	1372141 pt
20位	1211426 pt
300位	427897 pt
1999位	35750 pt
2000位	35735 pt
2999位	15037 pt
3000位	15017 pt
3999位	7563 pt
4000位	7562 pt
9999位	0 pt
10000位	0 pt
15000位	0 pt
20000位	0 pt
30000位	0 pt
ラウンジ1位	14800697 pt
ラウンジ10位	4566246 pt
ラウンジ11位	4514597 pt
ラウンジ20位	3656526 pt
ラウンジ30位	2612146 pt
ラウンジ100位	1032814 pt
ラウンジ300位	272300 pt
ラウンジ1000位	26214 pt
※06/08 13:03 集計時点のポイントですBY SKDN
