100位	637444114 pt
500位	310538806 pt
1200位	254013259 pt
1300位	183841758 pt
1000位	260122903 pt
1位	5986052001 pt
10位	3735758988 pt
11位	3701953314 pt
20位	1000151133 pt
700位	266736142 pt
765位	264117154 pt
770位	264023967 pt
300位	319978444 pt
1999位	68144575 pt
2000位	68121401 pt
2999位	39567414 pt
3000位	39564581 pt
3999位	29905463 pt
4000位	29889772 pt
4999位	23572946 pt
5000位	23568299 pt
9999位	7581722 pt
10000位	7579160 pt
14999位	1711128 pt
15000位	1710367 pt
19999位	42947 pt
20000位	42915 pt
29999位	0 pt
30000位	0 pt
44999位	0 pt
45000位	0 pt
※05/17 12:31 集計時点のポイントですBY SKDN
