100位	305,624,252 pt
500位	113,221,351 pt
1200位	70,290,207 pt
1300位	59,270,785 pt
1000位	75,614,266 pt
1位	2,549,679,520 pt
10位	1,486,326,099 pt
11位	1,475,187,477 pt
20位	537,022,380 pt
700位	88,963,253 pt
765位	83,941,407 pt
770位	83,538,828 pt
300位	160,672,547 pt
1500位	36,090,786 pt
1999位	22,596,073 pt
2000位	22,595,571 pt
2999位	12,075,751 pt
3000位	12,074,073 pt
3999位	7,483,018 pt
4000位	7,482,898 pt
4999位	4,810,870 pt
5000位	4,809,232 pt
9999位	483,360 pt
10000位	483,280 pt
15000位	1,360 pt
20000位	0 pt
30000位	0 pt
※11/16 00:00 集計時点のポイントですBY SKDN
