100位	184045732 pt
500位	77306207 pt
1200位	30990484 pt
1300位	27920140 pt
1000位	37654977 pt
1位	1659944294 pt
10位	410511637 pt
11位	401891632 pt
20位	265152835 pt
700位	55302210 pt
765位	51406922 pt
770位	51145161 pt
300位	112079797 pt
1999位	15897505 pt
2000位	15873220 pt
2999位	8792619 pt
3000位	8791832 pt
3999位	5536800 pt
4000位	5535137 pt
4999位	3737089 pt
5000位	3734034 pt
9999位	914405 pt
10000位	914341 pt
15000位	172800 pt
20000位	1886 pt
30000位	0 pt
45000位	0 pt
※05/20 17:00 集計時点のポイントですBY SKDN
