100位	89287857 pt
500位	36933713 pt
1200位	15763051 pt
1300位	14230951 pt
1000位	19012481 pt
1位	1083637985 pt
10位	204512851 pt
11位	200517723 pt
20位	159395721 pt
700位	27410918 pt
765位	25202278 pt
770位	25092889 pt
300位	50072001 pt
1999位	7210211 pt
2000位	7204430 pt
2999位	3625735 pt
3000位	3623102 pt
3999位	2117768 pt
4000位	2115663 pt
4999位	1508280 pt
5000位	1507944 pt
9999位	246744 pt
10000位	246695 pt
15000位	30124 pt
20000位	0 pt
30000位	0 pt
※05/19 16:40 集計時点のポイントですBY SKDN
