100位	91437176 pt
500位	37092080 pt
1200位	15830101 pt
1300位	14332970 pt
1000位	19174896 pt
1位	1083637985 pt
10位	209331064 pt
11位	204512851 pt
20位	159395721 pt
700位	27587828 pt
765位	25295960 pt
770位	25200645 pt
300位	50278533 pt
1999位	7296017 pt
2000位	7293438 pt
2999位	3680645 pt
3000位	3675987 pt
3999位	2145204 pt
4000位	2144474 pt
4999位	1530190 pt
5000位	1530104 pt
9999位	250203 pt
10000位	250185 pt
15000位	30597 pt
20000位	0 pt
30000位	0 pt
※05/19 17:00 集計時点のポイントですBY SKDN
