100位	289553570 pt
500位	137880118 pt
1200位	48224160 pt
1300位	43516165 pt
1000位	60724065 pt
1位	2100144294 pt
10位	663706708 pt
11位	632556957 pt
20位	477282574 pt
700位	99849169 pt
765位	89045231 pt
770位	88524946 pt
300位	192268366 pt
1999位	24308556 pt
2000位	24306488 pt
2999位	14486004 pt
3000位	14481921 pt
3999位	9375525 pt
4000位	9362622 pt
4999位	6659203 pt
5000位	6658021 pt
9999位	1626145 pt
10000位	1624800 pt
15000位	373961 pt
20000位	9600 pt
30000位	0 pt
45000位	0 pt
※05/21 16:55 集計時点のポイントですBY SKDN
