100位	398300591 pt
500位	209648881 pt
1200位	68723072 pt
1300位	60713446 pt
1000位	87802405 pt
1位	4317139316 pt
10位	861344357 pt
11位	854396432 pt
20位	643207764 pt
700位	146277558 pt
765位	133601528 pt
770位	133021993 pt
300位	274188800 pt
1999位	32881571 pt
2000位	32877873 pt
2999位	19454703 pt
3000位	19446716 pt
3999位	13199051 pt
4000位	13198175 pt
4999位	9413758 pt
5000位	9413297 pt
9999位	2272311 pt
10000位	2272156 pt
15000位	642831 pt
20000位	14221 pt
30000位	0 pt
45000位	0 pt
※05/22 17:01 集計時点のポイントですBY SKDN
