100位	11,875,891 pt
500位	4,898,726 pt
1200位	3,193,754 pt
1300位	2,471,425 pt
1000位	3,431,064 pt
1位	102,371,412 pt
10位	53,773,206 pt
11位	47,021,463 pt
20位	25,165,047 pt
300位	6,242,910 pt
1999位	1,090,599 pt
2000位	1,090,535 pt
2999位	640,806 pt
3000位	640,792 pt
3999位	431,467 pt
4000位	431,330 pt
4999位	300,660 pt
5000位	300,653 pt
9999位	39,040 pt
10000位	39,006 pt
15000位	0 pt
20000位	0 pt
30000位	0 pt
ラウンジ1位	503,575,928 pt
ラウンジ10位	141,368,288 pt
ラウンジ11位	78,624,392 pt
ラウンジ20位	58,473,298 pt
ラウンジ30位	41,219,310 pt
ラウンジ100位	18,681,589 pt
ラウンジ300位	6,368,307 pt
ラウンジ1000位	826,141 pt
ラウンジ10位÷35	4,039,094 pt
ラウンジ11位÷35	2,246,411 pt
※10/23 17:53 集計時点のほからん
