100位	194275451 pt
500位	81968930 pt
1200位	43575315 pt
1300位	35849891 pt
1000位	51041678 pt
765位	60828104 pt
770位	60442164 pt
1位	1574500609 pt
10位	503033035 pt
11位	375000000 pt
20位	263321063 pt
300位	104219433 pt
1999位	22014671 pt
2000位	22014649 pt
2999位	13554506 pt
3000位	13547741 pt
3999位	10358770 pt
4000位	10358338 pt
4999位	7559966 pt
5000位	7557467 pt
9999位	2028390 pt
10000位	2028070 pt
14999位	397830 pt
15000位	396480 pt
29999位	0 pt
30000位	0 pt
※06/21 23:40 集計時点のほからんBY SKDN
