100位	32374070 pt
500位	4405850 pt
1200位	1757560 pt
1300位	1599700 pt
1000位	2232510 pt
765位	2993740 pt
770位	2979600 pt
1位	939555728 pt
10位	100105555 pt
11位	98083094 pt
20位	82256447 pt
300位	7470776 pt
1999位	902730 pt
2000位	901470 pt
3999位	353040 pt
4000位	353040 pt
4999位	249230 pt
5000位	249200 pt
9999位	73120 pt
10000位	73120 pt
※06/14 17:06 集計時点のほからんBY SKDN
