100位	113714059 pt
500位	56470395 pt
1200位	9118528 pt
1300位	7560100 pt
1000位	14292216 pt
765位	20864704 pt
770位	20724052 pt
1位	1362090457 pt
10位	340585751 pt
11位	317219019 pt
20位	173865438 pt
300位	68010649 pt
1999位	4081810 pt
2000位	4075454 pt
2999位	2551470 pt
3000位	2551280 pt
3999位	1753690 pt
4000位	1753590 pt
4999位	1284180 pt
5000位	1283910 pt
9999位	452950 pt
10000位	452890 pt
14999位	129680 pt
15000位	129600 pt
29999位	0 pt
30000位	0 pt
※06/17 16:51 集計時点のほからんBY SKDN
