100位	197671804 pt
500位	82104629 pt
1200位	44642291 pt
1300位	36285694 pt
1000位	51434900 pt
765位	61142205 pt
770位	60974646 pt
1位	1574500609 pt
10位	503033035 pt
11位	375000000 pt
20位	265579056 pt
300位	105918140 pt
1999位	22172831 pt
2000位	22133175 pt
2999位	13696266 pt
3000位	13687360 pt
3999位	10473168 pt
4000位	10471722 pt
4999位	7688368 pt
5000位	7686104 pt
9999位	2044940 pt
10000位	2044820 pt
14999位	400560 pt
15000位	400480 pt
29999位	0 pt
30000位	0 pt
※06/21 23:46 集計時点のほからんBY SKDN
