100位	204664567 pt
500位	84363294 pt
1200位	46836045 pt
1300位	37319420 pt
1000位	52726818 pt
700位	65888697 pt
765位	62140318 pt
770位	62010653 pt
1位	1574500609 pt
10位	503033035 pt
11位	375000000 pt
20位	265579056 pt
300位	111610691 pt
1999位	22819216 pt
2000位	22809086 pt
2999位	13992561 pt
3000位	13991860 pt
3999位	10819936 pt
4000位	10819378 pt
4999位	8066572 pt
5000位	8066119 pt
9999位	2121638 pt
10000位	2121500 pt
14999位	406320 pt
15000位	406080 pt
29999位	0 pt
30000位	0 pt
※06/21 23:59 集計時点のほからんBY SKDN
