100位	200741514 pt
500位	83004938 pt
1200位	45359010 pt
1300位	36966326 pt
1000位	51892000 pt
765位	61545271 pt
770位	61151609 pt
1位	1574500609 pt
10位	503033035 pt
11位	375000000 pt
20位	265579056 pt
300位	106767078 pt
1999位	22409923 pt
2000位	22381032 pt
2999位	13781416 pt
3000位	13778663 pt
3999位	10623586 pt
4000位	10623019 pt
4999位	7825158 pt
5000位	7813818 pt
9999位	2076060 pt
10000位	2075650 pt
14999位	402670 pt
15000位	402480 pt
29999位	0 pt
30000位	0 pt
※06/21 23:50 集計時点のほからんBY SKDN
