100位	200748776 pt
500位	83794862 pt
1200位	46059573 pt
1300位	37043337 pt
1000位	52317385 pt
700位	65750259 pt
765位	61981204 pt
770位	61271805 pt
1位	1574500609 pt
10位	503033035 pt
11位	375000000 pt
20位	265579056 pt
300位	109716245 pt
1999位	22567643 pt
2000位	22564781 pt
2999位	13904984 pt
3000位	13904572 pt
3999位	10718126 pt
4000位	10717572 pt
4999位	7957444 pt
5000位	7952910 pt
9999位	2102414 pt
10000位	2101520 pt
14999位	404070 pt
15000位	403840 pt
29999位	0 pt
30000位	0 pt
※06/21 23:54 集計時点のほからんBY SKDN
