100位	111414726 pt
500位	53356079 pt
1200位	8985978 pt
1300位	7519340 pt
1000位	13913508 pt
765位	20490272 pt
770位	20366685 pt
1位	1362090457 pt
10位	340585751 pt
11位	317219019 pt
20位	173865438 pt
300位	66795043 pt
1999位	4052358 pt
2000位	4048980 pt
2999位	2540724 pt
3000位	2540060 pt
3999位	1743930 pt
4000位	1743810 pt
4999位	1277940 pt
5000位	1277830 pt
9999位	451440 pt
10000位	451380 pt
14999位	129120 pt
15000位	129120 pt
29999位	0 pt
30000位	0 pt
※06/17 16:35 集計時点のほからんBY SKDN
