100位	114373756 pt
500位	57489502 pt
1200位	9214944 pt
1300位	7599954 pt
1000位	14413628 pt
765位	20882985 pt
770位	20800176 pt
1位	1362090457 pt
10位	343452832 pt
11位	317219019 pt
20位	173865438 pt
300位	68687146 pt
1999位	4090372 pt
2000位	4087930 pt
2999位	2551570 pt
3000位	2551470 pt
3999位	1754076 pt
4000位	1753860 pt
4999位	1284880 pt
5000位	1284700 pt
9999位	453250 pt
10000位	453010 pt
14999位	129920 pt
15000位	129920 pt
29999位	0 pt
30000位	0 pt
※06/17 16:55 集計時点のほからんBY SKDN
