100位	112487118 pt
500位	55687980 pt
1200位	9089044 pt
1300位	7555494 pt
1000位	14255875 pt
765位	20724052 pt
770位	20607879 pt
1位	1362090457 pt
10位	340585751 pt
11位	317219019 pt
20位	173865438 pt
300位	67346995 pt
1999位	4075130 pt
2000位	4072896 pt
2999位	2545550 pt
3000位	2545204 pt
3999位	1752302 pt
4000位	1752226 pt
4999位	1281870 pt
5000位	1281820 pt
9999位	452020 pt
10000位	451950 pt
14999位	129600 pt
15000位	129520 pt
29999位	0 pt
30000位	0 pt
※06/17 16:45 集計時点のほからんBY SKDN
