100位	201506686 pt
500位	84022052 pt
1200位	46253915 pt
1300位	37270007 pt
1000位	52493754 pt
700位	65791852 pt
765位	62106738 pt
770位	61545271 pt
1位	1574500609 pt
10位	503033035 pt
11位	375000000 pt
20位	265579056 pt
300位	110674378 pt
1999位	22661801 pt
2000位	22656638 pt
2999位	13936021 pt
3000位	13931825 pt
3999位	10755845 pt
4000位	10755306 pt
4999位	8011321 pt
5000位	8009794 pt
9999位	2109700 pt
10000位	2107860 pt
14999位	405310 pt
15000位	405280 pt
29999位	0 pt
30000位	0 pt
※06/21 23:56 集計時点のほからんBY SKDN
