100位	111414726 pt
500位	54530279 pt
1200位	9032060 pt
1300位	7542809 pt
1000位	14204740 pt
765位	20607879 pt
770位	20482187 pt
1位	1362090457 pt
10位	340585751 pt
11位	317219019 pt
20位	173865438 pt
300位	67286743 pt
1999位	4069280 pt
2000位	4066799 pt
2999位	2544938 pt
3000位	2543880 pt
3999位	1749840 pt
4000位	1749330 pt
4999位	1278700 pt
5000位	1277960 pt
9999位	451880 pt
10000位	451820 pt
14999位	129280 pt
15000位	129200 pt
29999位	0 pt
30000位	0 pt
※06/17 16:41 集計時点のほからんBY SKDN
