100位	110614034 pt
500位	50899129 pt
1200位	8890812 pt
1300位	7414914 pt
1000位	13590476 pt
765位	20366769 pt
770位	20108943 pt
1位	1362090457 pt
10位	340585751 pt
11位	317219019 pt
20位	173865438 pt
300位	66292724 pt
1999位	4038574 pt
2000位	4035796 pt
2999位	2525570 pt
3000位	2524850 pt
3999位	1735978 pt
4000位	1735810 pt
4999位	1269880 pt
5000位	1269610 pt
9999位	449380 pt
10000位	449280 pt
14999位	128640 pt
15000位	128560 pt
29999位	0 pt
30000位	0 pt
※06/17 16:22 集計時点のほからんBY SKDN
