100位	203034364 pt
500位	84022052 pt
1200位	46780280 pt
1300位	37270007 pt
1000位	52608146 pt
700位	65804396 pt
765位	62131436 pt
770位	61764463 pt
1位	1574500609 pt
10位	503033035 pt
11位	375000000 pt
20位	265579056 pt
300位	110682299 pt
1999位	22707218 pt
2000位	22705756 pt
2999位	13960446 pt
3000位	13960226 pt
3999位	10773540 pt
4000位	10772942 pt
4999位	8047900 pt
5000位	8047637 pt
9999位	2113990 pt
10000位	2113670 pt
14999位	406080 pt
15000位	405920 pt
29999位	0 pt
30000位	0 pt
※06/21 23:57 集計時点のほからんBY SKDN
