100位	113475207 pt
500位	56033663 pt
1200位	9106388 pt
1300位	7555494 pt
1000位	14271980 pt
765位	20732901 pt
770位	20616656 pt
1位	1362090457 pt
10位	340585751 pt
11位	317219019 pt
20位	173865438 pt
300位	67799632 pt
1999位	4075454 pt
2000位	4075130 pt
2999位	2547332 pt
3000位	2546910 pt
3999位	1752470 pt
4000位	1752320 pt
4999位	1282040 pt
5000位	1281870 pt
9999位	452210 pt
10000位	452160 pt
14999位	129600 pt
15000位	129520 pt
29999位	0 pt
30000位	0 pt
※06/17 16:47 集計時点のほからんBY SKDN
