100位	186801800 pt
500位	80975246 pt
1200位	42259006 pt
1300位	35142283 pt
1000位	50456183 pt
765位	60442164 pt
770位	60332303 pt
1位	1574500609 pt
10位	503033035 pt
11位	375000000 pt
20位	263321063 pt
300位	103834778 pt
1999位	21560803 pt
2000位	21550929 pt
2999位	13288599 pt
3000位	13284065 pt
3999位	10132391 pt
4000位	10130153 pt
4999位	7344921 pt
5000位	7342795 pt
9999位	1989960 pt
10000位	1988970 pt
14999位	391680 pt
15000位	391090 pt
29999位	0 pt
30000位	0 pt
※06/21 23:31 集計時点のほからんBY SKDN
