100位	110614034 pt
500位	50514179 pt
1200位	8741621 pt
1300位	7384187 pt
1000位	13343651 pt
765位	20108943 pt
770位	19893215 pt
1位	1362090457 pt
10位	340585751 pt
11位	317219019 pt
20位	173865438 pt
300位	65918446 pt
1999位	4030054 pt
2000位	4027012 pt
2999位	2522430 pt
3000位	2522100 pt
3999位	1726120 pt
4000位	1725560 pt
4999位	1266040 pt
5000位	1266000 pt
9999位	448800 pt
10000位	448640 pt
14999位	128560 pt
15000位	128550 pt
29999位	0 pt
30000位	0 pt
※06/17 16:15 集計時点のほからんBY SKDN
