100位	114289586 pt
500位	57316428 pt
1200位	9174046 pt
1300位	7591534 pt
1000位	14378436 pt
765位	20882985 pt
770位	20800176 pt
1位	1362090457 pt
10位	342703055 pt
11位	317219019 pt
20位	173865438 pt
300位	68543385 pt
1999位	4090372 pt
2000位	4087930 pt
2999位	2551570 pt
3000位	2551470 pt
3999位	1754076 pt
4000位	1753860 pt
4999位	1284700 pt
5000位	1284200 pt
9999位	453250 pt
10000位	453010 pt
14999位	129840 pt
15000位	129840 pt
29999位	0 pt
30000位	0 pt
※06/17 16:54 集計時点のほからんBY SKDN
