100位	111414726 pt
500位	52406383 pt
1200位	8940217 pt
1300位	7498770 pt
1000位	13742670 pt
765位	20490272 pt
770位	20351514 pt
1位	1362090457 pt
10位	340585751 pt
11位	317219019 pt
20位	173865438 pt
300位	66646710 pt
1999位	4046916 pt
2000位	4044572 pt
2999位	2537410 pt
3000位	2535310 pt
3999位	1737970 pt
4000位	1737840 pt
4999位	1277340 pt
5000位	1277070 pt
9999位	450570 pt
10000位	450550 pt
14999位	129120 pt
15000位	129040 pt
29999位	0 pt
30000位	0 pt
※06/17 16:30 集計時点のほからんBY SKDN
