100位	110564538 pt
500位	47358550 pt
1200位	8589364 pt
1300位	7281205 pt
1000位	12533839 pt
765位	19633219 pt
770位	19448878 pt
1位	1362090457 pt
10位	340563304 pt
11位	317219019 pt
20位	173668744 pt
300位	64723657 pt
1999位	4001940 pt
2000位	3998672 pt
2999位	2506662 pt
3000位	2506640 pt
3999位	1715700 pt
4000位	1715620 pt
4999位	1259180 pt
5000位	1258910 pt
9999位	446880 pt
10000位	446640 pt
14999位	128320 pt
15000位	128240 pt
29999位	0 pt
30000位	0 pt
※06/17 15:53 集計時点のほからんBY SKDN
