100位	204112806 pt
500位	84277751 pt
1200位	46836045 pt
1300位	37299617 pt
1000位	52694735 pt
700位	65888697 pt
765位	62140318 pt
770位	62010653 pt
1位	1574500609 pt
10位	503033035 pt
11位	375000000 pt
20位	265579056 pt
300位	111400028 pt
1999位	22776038 pt
2000位	22766364 pt
2999位	13970401 pt
3000位	13963106 pt
3999位	10810974 pt
4000位	10808354 pt
4999位	8062690 pt
5000位	8060117 pt
9999位	2118710 pt
10000位	2118210 pt
14999位	406080 pt
15000位	405920 pt
29999位	0 pt
30000位	0 pt
※06/21 23:58 集計時点のほからんBY SKDN
