100位	200974725 pt
500位	83794862 pt
1200位	46130984 pt
1300位	37227850 pt
1000位	52371938 pt
700位	65774687 pt
765位	62080599 pt
770位	61404903 pt
1位	1574500609 pt
10位	503033035 pt
11位	375000000 pt
20位	265579056 pt
300位	110232664 pt
1999位	22610389 pt
2000位	22608290 pt
2999位	13917761 pt
3000位	13914075 pt
3999位	10741670 pt
4000位	10740748 pt
4999位	7968980 pt
5000位	7968176 pt
9999位	2104400 pt
10000位	2104370 pt
14999位	404480 pt
15000位	404420 pt
29999位	0 pt
30000位	0 pt
※06/21 23:55 集計時点のほからんBY SKDN
