100位	130917626 pt
500位	65822811 pt
1200位	20929276 pt
1300位	17971521 pt
1000位	27504631 pt
765位	39564926 pt
770位	39083075 pt
1位	1474802151 pt
10位	489956141 pt
11位	363630048 pt
20位	231063734 pt
300位	80849690 pt
1999位	9506454 pt
2000位	9495029 pt
2999位	5573090 pt
3000位	5572068 pt
3999位	3945080 pt
4000位	3939364 pt
4999位	2961130 pt
5000位	2960880 pt
9999位	1043830 pt
10000位	1043380 pt
14999位	272000 pt
15000位	271990 pt
29999位	0 pt
30000位	0 pt
※06/20 17:03 集計時点のほからんBY SKDN
