100位	110614034 pt
500位	50680626 pt
1200位	8889872 pt
1300位	7392370 pt
1000位	13538725 pt
765位	20351514 pt
770位	20055509 pt
1位	1362090457 pt
10位	340585751 pt
11位	317219019 pt
20位	173865438 pt
300位	66289970 pt
1999位	4034056 pt
2000位	4031208 pt
2999位	2524796 pt
3000位	2524510 pt
3999位	1735440 pt
4000位	1733600 pt
4999位	1268860 pt
5000位	1268320 pt
9999位	449120 pt
10000位	449040 pt
14999位	128560 pt
15000位	128560 pt
29999位	0 pt
30000位	0 pt
※06/17 16:20 集計時点のほからんBY SKDN
