100位	160,393,230 pt
500位	73,580,174 pt
1200位	36,521,660 pt
1300位	27,572,498 pt
1000位	41,920,241 pt
1位	2,642,636,800 pt
10位	601,100,890 pt
11位	547,599,726 pt
20位	260,777,874 pt
700位	57,678,399 pt
765位	52,032,996 pt
770位	51,794,829 pt
300位	103,408,933 pt
1500位	19,572,800 pt
1999位	14,107,902 pt
2000位	14,105,627 pt
2999位	8,158,544 pt
3000位	8,158,450 pt
3999位	5,405,764 pt
4000位	5,405,640 pt
4999位	3,871,206 pt
5000位	3,871,050 pt
9999位	835,030 pt
10000位	834,980 pt
15000位	23,280 pt
20000位	0 pt
30000位	0 pt
※09/21 12:20 集計時点のポイントですBY SKDN
