100位	96708021 pt
500位	33617484 pt
1200位	10972942 pt
1300位	9444936 pt
1000位	15030551 pt
765位	21783320 pt
770位	21652597 pt
1位	797247536 pt
10位	221345001 pt
11位	218206514 pt
20位	163733545 pt
300位	50988709 pt
1999位	4132800 pt
2000位	4132800 pt
2999位	1972800 pt
3000位	1972800 pt
3999位	1125837 pt
4000位	1125013 pt
4999位	683412 pt
5000位	683265 pt
9999位	72217 pt
10000位	72212 pt
14999位	0 pt
15000位	0 pt
※07/15 16:50 集計時点のほからんBY SKDN
