100位	542133365 pt
500位	427219984 pt
1200位	96169297 pt
1300位	82964122 pt
1000位	137555809 pt
765位	212586735 pt
770位	210970895 pt
1位	3537087645 pt
10位	1498701829 pt
11位	1425663836 pt
20位	828492247 pt
300位	463618043 pt
1999位	39688180 pt
2000位	39636680 pt
2999位	21844321 pt
3000位	21832327 pt
3999位	13253822 pt
4000位	13253685 pt
4999位	8675090 pt
5000位	8674755 pt
9999位	1917147 pt
10000位	1916867 pt
14999位	88434 pt
15000位	88288 pt
29999位	0 pt
30000位	0 pt
※07/20 16:08 集計時点のほからんBY SKDN
