100位	96708021 pt
500位	33802920 pt
1200位	10979982 pt
1300位	9478988 pt
1000位	15125786 pt
765位	21812848 pt
770位	21678496 pt
1位	800468289 pt
10位	222145001 pt
11位	218206514 pt
20位	163733545 pt
300位	51046136 pt
1999位	4144496 pt
2000位	4135123 pt
2999位	1972800 pt
3000位	1972800 pt
3999位	1126902 pt
4000位	1126709 pt
4999位	685219 pt
5000位	685172 pt
9999位	72669 pt
10000位	72622 pt
14999位	0 pt
15000位	0 pt
※07/15 16:54 集計時点のほからんBY SKDN
