100位	459834616 pt
500位	251211916 pt
1200位	74372297 pt
1300位	63910149 pt
1000位	98143395 pt
765位	147356145 pt
770位	146268900 pt
1位	2886982206 pt
10位	1286394120 pt
11位	937427019 pt
20位	769896216 pt
300位	332053901 pt
1999位	32695839 pt
2000位	32632785 pt
2999位	17709837 pt
3000位	17705199 pt
3999位	10728579 pt
4000位	10728565 pt
4999位	6806822 pt
5000位	6806227 pt
9999位	1532492 pt
10000位	1531907 pt
14999位	50912 pt
15000位	50758 pt
29999位	0 pt
30000位	0 pt
※07/19 16:57 集計時点のほからんBY SKDN
