100位	899226349 pt
500位	490907304 pt
1200位	265362828 pt
1300位	179028079 pt
1000位	279447234 pt
765位	300043620 pt
770位	299238617 pt
1位	6026913763 pt
10位	2234470490 pt
11位	1777067352 pt
20位	1112173785 pt
300位	536229369 pt
1999位	107814216 pt
2000位	107803577 pt
2999位	52441286 pt
3000位	52394032 pt
3999位	35374158 pt
4000位	35370068 pt
4999位	23636800 pt
5000位	23636800 pt
9999位	4811500 pt
10000位	4808608 pt
14999位	346512 pt
15000位	346298 pt
29999位	0 pt
30000位	0 pt
※07/25 23:59 集計時点のほからんBY SKDN
