100位	893980704 pt
500位	490855596 pt
1200位	264106089 pt
1300位	179028079 pt
1000位	278612372 pt
765位	299989912 pt
770位	298736065 pt
1位	6014426889 pt
10位	2232870490 pt
11位	1777067352 pt
20位	1112173785 pt
300位	534413057 pt
1999位	106718439 pt
2000位	106677452 pt
2999位	52334410 pt
3000位	52313860 pt
3999位	35269795 pt
4000位	35256183 pt
4999位	23545542 pt
5000位	23543345 pt
9999位	4787345 pt
10000位	4785330 pt
14999位	346512 pt
15000位	346298 pt
29999位	0 pt
30000位	0 pt
※07/25 23:56 集計時点のほからんBY SKDN
