100位	96708021 pt
500位	33604562 pt
1200位	10846008 pt
1300位	9386154 pt
1000位	15030551 pt
765位	21777599 pt
770位	21612690 pt
1位	794463689 pt
10位	219486097 pt
11位	218206514 pt
20位	163733545 pt
300位	50889007 pt
1999位	4121145 pt
2000位	4120759 pt
2999位	1972800 pt
3000位	1972800 pt
3999位	1122467 pt
4000位	1122105 pt
4999位	680835 pt
5000位	680808 pt
9999位	71193 pt
10000位	71187 pt
14999位	0 pt
15000位	0 pt
※07/15 16:45 集計時点のほからんBY SKDN
