100位	896802144 pt
500位	490855596 pt
1200位	264137117 pt
1300位	179028079 pt
1000位	278955181 pt
765位	299989912 pt
770位	299016757 pt
1位	6019592065 pt
10位	2233670490 pt
11位	1777067352 pt
20位	1112173785 pt
300位	534431898 pt
1999位	106977604 pt
2000位	106897215 pt
2999位	52368574 pt
3000位	52365566 pt
3999位	35285161 pt
4000位	35277932 pt
4999位	23591172 pt
5000位	23556800 pt
9999位	4790507 pt
10000位	4790262 pt
14999位	346512 pt
15000位	346298 pt
29999位	0 pt
30000位	0 pt
※07/25 23:57 集計時点のほからんBY SKDN
