100位	875460776 pt
500位	489700203 pt
1200位	257150639 pt
1300位	178033071 pt
1000位	275308962 pt
765位	298549346 pt
770位	296682085 pt
1位	5979438187 pt
10位	2231189634 pt
11位	1777067352 pt
20位	1103552308 pt
300位	532037911 pt
1999位	104006679 pt
2000位	103792418 pt
2999位	51831368 pt
3000位	51811232 pt
3999位	34730900 pt
4000位	34730849 pt
4999位	23419562 pt
5000位	23417314 pt
9999位	4745025 pt
10000位	4744431 pt
14999位	343750 pt
15000位	343598 pt
29999位	0 pt
30000位	0 pt
※07/25 23:47 集計時点のほからんBY SKDN
