100位	544491458 pt
500位	453149982 pt
1200位	97262800 pt
1300位	83683464 pt
1000位	139944996 pt
765位	219012167 pt
770位	214806144 pt
1位	3540176626 pt
10位	1576675965 pt
11位	1561077755 pt
20位	830152809 pt
300位	474977330 pt
1999位	39920680 pt
2000位	39869351 pt
2999位	21932177 pt
3000位	21909271 pt
3999位	13318284 pt
4000位	13313422 pt
4999位	8744226 pt
5000位	8743817 pt
9999位	1925986 pt
10000位	1924800 pt
14999位	90264 pt
15000位	90167 pt
29999位	0 pt
30000位	0 pt
※07/20 16:46 集計時点のほからんBY SKDN
