100位	546359909 pt
500位	453959252 pt
1200位	97350653 pt
1300位	83683464 pt
1000位	139983763 pt
765位	219424674 pt
770位	215124390 pt
1位	3540176626 pt
10位	1582095140 pt
11位	1562739110 pt
20位	830152809 pt
300位	476002294 pt
1999位	39965885 pt
2000位	39920680 pt
2999位	21957775 pt
3000位	21932177 pt
3999位	13342689 pt
4000位	13341416 pt
4999位	8749457 pt
5000位	8748188 pt
9999位	1925986 pt
10000位	1924800 pt
14999位	90264 pt
15000位	90167 pt
29999位	0 pt
30000位	0 pt
※07/20 16:50 集計時点のほからんBY SKDN
