100位	538256434 pt
500位	395645224 pt
1200位	94159529 pt
1300位	80945931 pt
1000位	130530714 pt
765位	201144744 pt
770位	198873934 pt
1位	3434924756 pt
10位	1475423960 pt
11位	1228778096 pt
20位	828492247 pt
300位	443235942 pt
1999位	39002545 pt
2000位	38964153 pt
2999位	21475701 pt
3000位	21455193 pt
3999位	13129056 pt
4000位	13127296 pt
4999位	8538653 pt
5000位	8530464 pt
9999位	1897615 pt
10000位	1897451 pt
14999位	85867 pt
15000位	85855 pt
29999位	0 pt
30000位	0 pt
※07/20 14:16 集計時点のほからんBY SKDN
