100位	542943024 pt
500位	435352092 pt
1200位	96683309 pt
1300位	83082470 pt
1000位	138185403 pt
765位	213133185 pt
770位	210970895 pt
1位	3540176626 pt
10位	1543444820 pt
11位	1523224903 pt
20位	828492247 pt
300位	466444844 pt
1999位	39769948 pt
2000位	39703551 pt
2999位	21903134 pt
3000位	21863663 pt
3999位	13253822 pt
4000位	13253685 pt
4999位	8694730 pt
5000位	8687867 pt
9999位	1922899 pt
10000位	1922118 pt
14999位	88961 pt
15000位	88923 pt
29999位	0 pt
30000位	0 pt
※07/20 16:21 集計時点のほからんBY SKDN
