100位	890212330 pt
500位	489952527 pt
1200位	261236800 pt
1300位	178417613 pt
1000位	277271766 pt
765位	299940336 pt
770位	298431972 pt
1位	6003576882 pt
10位	2232870490 pt
11位	1777067352 pt
20位	1108402727 pt
300位	534338439 pt
1999位	105734491 pt
2000位	105669002 pt
2999位	52148800 pt
3000位	52125031 pt
3999位	35048028 pt
4000位	35046433 pt
4999位	23506737 pt
5000位	23504126 pt
9999位	4779927 pt
10000位	4779695 pt
14999位	345140 pt
15000位	344237 pt
29999位	0 pt
30000位	0 pt
※07/25 23:53 集計時点のほからんBY SKDN
