100位	898487932 pt
500位	490898697 pt
1200位	264137117 pt
1300位	179028079 pt
1000位	279233574 pt
765位	300003893 pt
770位	299026281 pt
1位	6023217619 pt
10位	2234470490 pt
11位	1777067352 pt
20位	1112173785 pt
300位	535184106 pt
1999位	107311563 pt
2000位	107275686 pt
2999位	52368574 pt
3000位	52365566 pt
3999位	35346543 pt
4000位	35329638 pt
4999位	23597526 pt
5000位	23594862 pt
9999位	4802586 pt
10000位	4802474 pt
14999位	346512 pt
15000位	346298 pt
29999位	0 pt
30000位	0 pt
※07/25 23:58 集計時点のほからんBY SKDN
