100位	812528850 pt
500位	484247576 pt
1200位	224579666 pt
1300位	171332943 pt
1000位	258579891 pt
765位	291401709 pt
770位	290856297 pt
1位	5834060408 pt
10位	2160419805 pt
11位	1777067352 pt
20位	1069370574 pt
300位	527696091 pt
1999位	97195693 pt
2000位	97177225 pt
2999位	49390062 pt
3000位	49365361 pt
3999位	32919705 pt
4000位	32906443 pt
4999位	22253758 pt
5000位	22244071 pt
9999位	4589387 pt
10000位	4587935 pt
14999位	327621 pt
15000位	326632 pt
29999位	0 pt
30000位	0 pt
※07/25 23:01 集計時点のほからんBY SKDN
