100位	873051935 pt
500位	489625141 pt
1200位	256384979 pt
1300位	178033071 pt
1000位	274400330 pt
765位	297904649 pt
770位	296000241 pt
1位	5972001327 pt
10位	2230389634 pt
11位	1777067352 pt
20位	1098402268 pt
300位	531851919 pt
1999位	103644849 pt
2000位	103610094 pt
2999位	51684183 pt
3000位	51642571 pt
3999位	34593624 pt
4000位	34587692 pt
4999位	23368393 pt
5000位	23358480 pt
9999位	4728009 pt
10000位	4726435 pt
14999位	341875 pt
15000位	341387 pt
29999位	0 pt
30000位	0 pt
※07/25 23:45 集計時点のほからんBY SKDN
