100位	304041855 pt
500位	140707407 pt
1200位	43396335 pt
1300位	38167337 pt
1000位	57671790 pt
765位	87838086 pt
770位	87049096 pt
1位	1991263462 pt
10位	768239351 pt
11位	718053901 pt
20位	523290602 pt
300位	198049115 pt
1999位	19390361 pt
2000位	19340797 pt
2999位	9682134 pt
3000位	9681913 pt
3999位	5398503 pt
4000位	5397362 pt
4999位	3516993 pt
5000位	3516266 pt
9999位	676151 pt
10000位	675875 pt
14999位	15449 pt
15000位	15433 pt
29999位	0 pt
30000位	0 pt
※07/17 16:36 集計時点のほからんBY SKDN
