100位	549634285 pt
500位	461552507 pt
1200位	97523641 pt
1300位	83683464 pt
1000位	141151165 pt
765位	220176580 pt
770位	219012167 pt
1位	3540176626 pt
10位	1598975014 pt
11位	1571067679 pt
20位	830152809 pt
300位	479525151 pt
1999位	40063499 pt
2000位	39965885 pt
2999位	22004026 pt
3000位	21970455 pt
3999位	13362894 pt
4000位	13361778 pt
4999位	8775420 pt
5000位	8773203 pt
9999位	1926745 pt
10000位	1925986 pt
14999位	90782 pt
15000位	90690 pt
29999位	0 pt
30000位	0 pt
※07/20 17:00 集計時点のほからんBY SKDN
