100位	878108400 pt
500位	489952527 pt
1200位	257159513 pt
1300位	178417613 pt
1000位	275790905 pt
765位	299504095 pt
770位	297510623 pt
1位	5983544167 pt
10位	2231189634 pt
11位	1777067352 pt
20位	1104722869 pt
300位	532037911 pt
1999位	104143510 pt
2000位	104043626 pt
2999位	51927743 pt
3000位	51869107 pt
3999位	34780910 pt
4000位	34775746 pt
4999位	23464163 pt
5000位	23442419 pt
9999位	4746503 pt
10000位	4745267 pt
14999位	344156 pt
15000位	343750 pt
29999位	0 pt
30000位	0 pt
※07/25 23:48 集計時点のほからんBY SKDN
