100位	644559709 pt
500位	476103143 pt
1200位	152506850 pt
1300位	129109122 pt
1000位	198792922 pt
765位	258065930 pt
770位	257356973 pt
1位	4886941440 pt
10位	1949681914 pt
11位	1771186092 pt
20位	974382086 pt
300位	510094055 pt
1999位	69051668 pt
2000位	68952438 pt
2999位	37544566 pt
3000位	37530686 pt
3999位	24373039 pt
4000位	24361463 pt
4999位	16222119 pt
5000位	16215495 pt
9999位	3527981 pt
10000位	3526388 pt
14999位	244800 pt
15000位	244800 pt
29999位	0 pt
30000位	0 pt
※07/24 16:59 集計時点のほからんBY SKDN
