100位	191323086 pt
500位	78757629 pt
1200位	26194514 pt
1300位	23168653 pt
1000位	33821162 pt
765位	48223360 pt
770位	47921956 pt
1位	1262910046 pt
10位	440794875 pt
11位	407485437 pt
20位	364033658 pt
300位	113558902 pt
1999位	10979581 pt
2000位	10974132 pt
2999位	5108208 pt
3000位	5092800 pt
3999位	2926442 pt
4000位	2924297 pt
4999位	2016933 pt
5000位	2016620 pt
9999位	246490 pt
10000位	246375 pt
14999位	8580 pt
15000位	8572 pt
29999位	0 pt
30000位	0 pt
※07/16 17:00 集計時点のほからんBY SKDN
