100位	96905411 pt
500位	34002123 pt
1200位	10997677 pt
1300位	9492800 pt
1000位	15252800 pt
765位	22098632 pt
770位	21864901 pt
1位	802478036 pt
10位	222145001 pt
11位	218206514 pt
20位	163733545 pt
300位	51145878 pt
1999位	4162827 pt
2000位	4155090 pt
2999位	1972800 pt
3000位	1972800 pt
3999位	1137302 pt
4000位	1136532 pt
4999位	687766 pt
5000位	687692 pt
9999位	73788 pt
10000位	73727 pt
14999位	0 pt
15000位	0 pt
※07/15 17:00 集計時点のほからんBY SKDN
