100位	891811741 pt
500位	489952527 pt
1200位	261475128 pt
1300位	178417613 pt
1000位	277740390 pt
765位	299989912 pt
770位	298431972 pt
1位	6008228794 pt
10位	2232870490 pt
11位	1777067352 pt
20位	1109558293 pt
300位	534338439 pt
1999位	106007932 pt
2000位	105935555 pt
2999位	52208053 pt
3000位	52195200 pt
3999位	35207635 pt
4000位	35146358 pt
4999位	23509186 pt
5000位	23506737 pt
9999位	4779927 pt
10000位	4779695 pt
14999位	345140 pt
15000位	344237 pt
29999位	0 pt
30000位	0 pt
※07/25 23:55 集計時点のほからんBY SKDN
