100位	543178311 pt
500位	441371537 pt
1200位	96944564 pt
1300位	83082470 pt
1000位	138527968 pt
765位	215124390 pt
770位	212496066 pt
1位	3540176626 pt
10位	1555283928 pt
11位	1550304511 pt
20位	828492247 pt
300位	469969123 pt
1999位	39869351 pt
2000位	39801350 pt
2999位	21904741 pt
3000位	21903134 pt
3999位	13264093 pt
4000位	13259165 pt
4999位	8722920 pt
5000位	8716396 pt
9999位	1924424 pt
10000位	1924311 pt
14999位	89250 pt
15000位	89068 pt
29999位	0 pt
30000位	0 pt
※07/20 16:31 集計時点のほからんBY SKDN
