100位	874012858 pt
500位	489625141 pt
1200位	257137529 pt
1300位	178033071 pt
1000位	274769210 pt
765位	298158094 pt
770位	296000241 pt
1位	5976039531 pt
10位	2231189634 pt
11位	1777067352 pt
20位	1103248902 pt
300位	532037911 pt
1999位	103701798 pt
2000位	103685639 pt
2999位	51730159 pt
3000位	51709504 pt
3999位	34653609 pt
4000位	34644947 pt
4999位	23369355 pt
5000位	23368393 pt
9999位	4734749 pt
10000位	4731659 pt
14999位	343432 pt
15000位	343056 pt
29999位	0 pt
30000位	0 pt
※07/25 23:46 集計時点のほからんBY SKDN
