100位	562602959 pt
500位	467374420 pt
1200位	106691680 pt
1300位	92746262 pt
1000位	150471761 pt
765位	227945551 pt
770位	226331446 pt
1位	3724334529 pt
10位	1729919373 pt
11位	1605957444 pt
20位	859183234 pt
300位	485130120 pt
1999位	45345615 pt
2000位	45325570 pt
2999位	25380949 pt
3000位	25364829 pt
3999位	15806304 pt
4000位	15799450 pt
4999位	10431070 pt
5000位	10425541 pt
9999位	2267464 pt
10000位	2267344 pt
14999位	122929 pt
15000位	122839 pt
29999位	0 pt
30000位	0 pt
※07/21 17:04 集計時点のほからんBY SKDN
