100位	304041855 pt
500位	140145564 pt
1200位	43396335 pt
1300位	38109548 pt
1000位	57501502 pt
765位	87838086 pt
770位	87049096 pt
1位	1990097816 pt
10位	766581126 pt
11位	717843431 pt
20位	523290602 pt
300位	198043645 pt
1999位	19335330 pt
2000位	19333616 pt
2999位	9663024 pt
3000位	9662918 pt
3999位	5389729 pt
4000位	5389726 pt
4999位	3508240 pt
5000位	3507445 pt
9999位	674425 pt
10000位	673600 pt
14999位	15433 pt
15000位	15413 pt
29999位	0 pt
30000位	0 pt
※07/17 16:31 集計時点のほからんBY SKDN
